"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~9세","2016년_남_10~19세","2016년_남_20~29세","2016년_남_30~39세","2016년_남_40~49세","2016년_남_50~59세","2016년_남_60~69세","2016년_남_70~79세","2016년_남_80~89세","2016년_남_90~99세","2016년_남_100세 이상","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~9세","2016년_여_10~19세","2016년_여_20~29세","2016년_여_30~39세","2016년_여_40~49세","2016년_여_50~59세","2016년_여_60~69세","2016년_여_70~79세","2016년_여_80~89세","2016년_여_90~99세","2016년_여_100세 이상","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~9세","2017년_남_10~19세","2017년_남_20~29세","2017년_남_30~39세","2017년_남_40~49세","2017년_남_50~59세","2017년_남_60~69세","2017년_남_70~79세","2017년_남_80~89세","2017년_남_90~99세","2017년_남_100세 이상","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~9세","2017년_여_10~19세","2017년_여_20~29세","2017년_여_30~39세","2017년_여_40~49세","2017년_여_50~59세","2017년_여_60~69세","2017년_여_70~79세","2017년_여_80~89세","2017년_여_90~99세","2017년_여_100세 이상","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~9세","2018년_남_10~19세","2018년_남_20~29세","2018년_남_30~39세","2018년_남_40~49세","2018년_남_50~59세","2018년_남_60~69세","2018년_남_70~79세","2018년_남_80~89세","2018년_남_90~99세","2018년_남_100세 이상","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~9세","2018년_여_10~19세","2018년_여_20~29세","2018년_여_30~39세","2018년_여_40~49세","2018년_여_50~59세","2018년_여_60~69세","2018년_여_70~79세","2018년_여_80~89세","2018년_여_90~99세","2018년_여_100세 이상","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상"
"경기도 안산시 단원구 (4127300000)","314,002","314,002","27,043","38,713","47,923","45,316","60,425","55,760","22,597","10,823","4,749","600","53","161,915","161,915","13,760","20,116","25,433","24,187","30,597","29,813","11,788","4,634","1,441","131","15","152,087","152,087","13,283","18,597","22,490","21,129","29,828","25,947","10,809","6,189","3,308","469","38","306,966","306,966","24,954","36,283","47,622","42,648","57,750","56,485","24,364","11,144","5,006","658","52","158,483","158,483","12,691","18,829","25,469","22,866","29,319","29,966","12,796","4,887","1,510","139","11","148,483","148,483","12,263","17,454","22,153","19,782","28,431","26,519","11,568","6,257","3,496","519","41","304,032","304,032","23,135","34,248","47,724","41,636","54,411","57,964","27,154","11,650","5,318","737","55","156,959","156,959","11,723","17,831","25,448","22,595","27,575","30,458","14,302","5,226","1,638","151","12","147,073","147,073","11,412","16,417","22,276","19,041","26,836","27,506","12,852","6,424","3,680","586","43","306,305","306,305","22,496","32,427","48,423","42,003","52,585","59,200","30,187","12,295","5,815","822","52","157,977","157,977","11,435","16,816","25,801","22,915","26,741","30,715","15,900","5,602","1,868","172","12","148,328","148,328","11,061","15,611","22,622","19,088","25,844","28,485","14,287","6,693","3,947","650","40","303,027","303,027","20,936","29,753","48,336","41,431","50,280","58,711","33,527","12,976","6,135","879","63","156,352","156,352","10,705","15,438","25,665","22,709","25,838","30,104","17,760","5,916","2,022","179","16","146,675","146,675","10,231","14,315","22,671","18,722","24,442","28,607","15,767","7,060","4,113","700","47","302,058","302,058","19,906","28,180","47,535","41,340","48,402","58,805","37,067","13,303","6,525","961","34","155,703","155,703","10,196","14,562","25,226","22,666","25,010","30,021","19,490","6,198","2,151","176","7","146,355","146,355","9,710","13,618","22,309","18,674","23,392","28,784","17,577","7,105","4,374","785","27"
"경기도 고양시 (4128000000)","1,039,684","1,039,684","92,309","121,539","145,198","143,545","197,424","174,535","83,665","54,504","23,668","3,048","249","510,923","510,923","47,326","62,705","74,031","69,692","95,411","88,828","40,951","22,770","8,315","832","62","528,761","528,761","44,983","58,834","71,167","73,853","102,013","85,707","42,714","31,734","15,353","2,216","187","1,041,983","1,041,983","88,882","117,083","146,816","140,246","193,677","178,795","90,411","56,679","25,806","3,334","254","511,564","511,564","45,631","60,405","74,854","68,402","93,656","89,887","44,872","23,741","9,184","865","67","530,419","530,419","43,251","56,678","71,962","71,844","100,021","88,908","45,539","32,938","16,622","2,469","187","1,044,189","1,044,189","85,339","112,537","147,026","138,982","187,263","184,072","98,277","58,605","28,082","3,729","277","512,359","512,359","43,800","57,898","75,159","68,027","90,731","91,795","49,193","24,647","10,058","979","72","531,830","531,830","41,539","54,639","71,867","70,955","96,532","92,277","49,084","33,958","18,024","2,750","205","1,066,351","1,066,351","84,813","109,000","149,680","141,617","185,520","191,123","108,983","60,269","30,730","4,307","309","522,749","522,749","43,244","56,024","76,552","69,908","89,771","94,680","54,710","25,573","11,091","1,118","78","543,602","543,602","41,569","52,976","73,128","71,709","95,749","96,443","54,273","34,696","19,639","3,189","231","1,079,216","1,079,216","82,122","105,008","150,925","142,781","182,400","194,504","121,324","61,935","33,052","4,832","333","528,480","528,480","41,892","53,819","77,295","70,826","88,281","95,784","60,842","26,460","11,961","1,227","93","550,736","550,736","40,230","51,189","73,630","71,955","94,119","98,720","60,482","35,475","21,091","3,605","240","1,079,353","1,079,353","77,938","102,354","146,570","142,754","177,365","197,066","133,115","61,394","35,438","5,208","151","528,094","528,094","39,711","52,320","75,061","71,140","85,933","96,573","66,719","26,438","12,827","1,335","37","551,259","551,259","38,227","50,034","71,509","71,614","91,432","100,493","66,396","34,956","22,611","3,873","114"
"경기도 고양시 덕양구 (4128100000)","446,233","446,233","41,138","46,264","59,584","65,109","80,564","75,020","40,318","26,324","10,368","1,385","159","221,496","221,496","21,071","23,898","30,665","32,472","40,359","38,341","19,516","11,185","3,590","365","34","224,737","224,737","20,067","22,366","28,919","32,637","40,205","36,679","20,802","15,139","6,778","1,020","125","448,684","448,684","40,007","44,684","60,478","63,875","79,618","76,399","43,192","27,454","11,294","1,516","167","222,646","222,646","20,561","23,078","31,195","32,031","39,957","38,569","21,188","11,681","3,976","372","38","226,038","226,038","19,446","21,606","29,283","31,844","39,661","37,830","22,004","15,773","7,318","1,144","129","450,449","450,449","38,560","43,260","60,340","63,565","77,574","78,054","46,404","28,546","12,302","1,663","181","223,323","223,323","19,785","22,271","31,123","31,900","39,011","39,222","22,928","12,203","4,418","420","42","227,126","227,126","18,775","20,989","29,217","31,665","38,563","38,832","23,476","16,343","7,884","1,243","139","466,157","466,157","38,863","42,557","62,288","66,204","78,358","81,204","51,362","29,459","13,765","1,900","197","230,858","230,858","19,801","21,820","32,198","33,427","39,392","40,536","25,471","12,689","5,002","476","46","235,299","235,299","19,062","20,737","30,090","32,777","38,966","40,668","25,891","16,770","8,763","1,424","151","476,962","476,962","38,582","41,513","62,879","67,900","78,754","82,749","56,886","30,417","14,991","2,077","214","235,773","235,773","19,688","21,230","32,510","34,281","39,508","41,159","28,219","13,118","5,484","516","60","241,189","241,189","18,894","20,283","30,369","33,619","39,246","41,590","28,667","17,299","9,507","1,561","154","482,927","482,927","37,138","41,209","61,897","69,046","78,294","84,104","62,484","30,344","16,125","2,218","68","238,375","238,375","18,931","21,067","31,961","34,812","39,201","41,795","30,997","13,174","5,865","557","15","244,552","244,552","18,207","20,142","29,936","34,234","39,093","42,309","31,487","17,170","10,260","1,661","53"
"경기도 고양시 일산동구 (4128500000)","292,612","292,612","23,905","35,035","43,592","40,108","57,002","49,889","22,088","13,640","6,442","869","42","142,947","142,947","12,305","18,079","21,963","19,166","27,048","25,163","11,045","5,678","2,245","240","15","149,665","149,665","11,600","16,956","21,629","20,942","29,954","24,726","11,043","7,962","4,197","629","27","293,673","293,673","22,893","33,654","44,004","39,389","55,924","51,330","24,225","14,232","7,024","953","45","143,253","143,253","11,775","17,380","22,107","18,879","26,483","25,665","12,224","5,983","2,485","255","17","150,420","150,420","11,118","16,274","21,897","20,510","29,441","25,665","12,001","8,249","4,539","698","28","296,223","296,223","22,310","32,338","44,468","39,330","54,346","53,160","26,698","14,792","7,658","1,071","52","144,394","144,394","11,483","16,713","22,346","18,922","25,800","26,337","13,545","6,232","2,705","293","18","151,829","151,829","10,827","15,625","22,122","20,408","28,546","26,823","13,153","8,560","4,953","778","34","297,671","297,671","21,857","30,872","44,502","38,563","52,855","54,813","29,483","15,174","8,245","1,247","60","144,991","144,991","11,205","15,971","22,434","18,649","25,045","26,960","15,020","6,411","2,957","321","18","152,680","152,680","10,652","14,901","22,068","19,914","27,810","27,853","14,463","8,763","5,288","926","42","299,716","299,716","20,860","29,625","45,026","38,431","51,287","55,775","32,825","15,627","8,792","1,406","62","145,874","145,874","10,656","15,305","22,710","18,760","24,287","27,309","16,620","6,704","3,147","355","21","153,842","153,842","10,204","14,320","22,316","19,671","27,000","28,466","16,205","8,923","5,645","1,051","41","298,873","298,873","19,825","28,709","43,692","38,249","49,522","56,499","36,055","15,423","9,359","1,504","36","145,362","145,362","10,160","14,724","22,000","18,880","23,451","27,436","18,250","6,693","3,373","382","13","153,511","153,511","9,665","13,985","21,692","19,369","26,071","29,063","17,805","8,730","5,986","1,122","23"
"경기도 고양시 일산서구 (4128700000)","300,839","300,839","27,266","40,240","42,022","38,328","59,858","49,626","21,259","14,540","6,858","794","48","146,480","146,480","13,950","20,728","21,403","18,054","28,004","25,324","10,390","5,907","2,480","227","13","154,359","154,359","13,316","19,512","20,619","20,274","31,854","24,302","10,869","8,633","4,378","567","35","299,626","299,626","25,982","38,745","42,334","36,982","58,135","51,066","22,994","14,993","7,488","865","42","145,665","145,665","13,295","19,947","21,552","17,492","27,216","25,653","11,460","6,077","2,723","238","12","153,961","153,961","12,687","18,798","20,782","19,490","30,919","25,413","11,534","8,916","4,765","627","30","297,517","297,517","24,469","36,939","42,218","36,087","55,343","52,858","25,175","15,267","8,122","995","44","144,642","144,642","12,532","18,914","21,690","17,205","25,920","26,236","12,720","6,212","2,935","266","12","152,875","152,875","11,937","18,025","20,528","18,882","29,423","26,622","12,455","9,055","5,187","729","32","302,523","302,523","24,093","35,571","42,890","36,850","54,307","55,106","28,138","15,636","8,720","1,160","52","146,900","146,900","12,238","18,233","21,920","17,832","25,334","27,184","14,219","6,473","3,132","321","14","155,623","155,623","11,855","17,338","20,970","19,018","28,973","27,922","13,919","9,163","5,588","839","38","302,538","302,538","22,680","33,870","43,020","36,450","52,359","55,980","31,613","15,891","9,269","1,349","57","146,833","146,833","11,548","17,284","22,075","17,785","24,486","27,316","16,003","6,638","3,330","356","12","155,705","155,705","11,132","16,586","20,945","18,665","27,873","28,664","15,610","9,253","5,939","993","45","297,553","297,553","20,975","32,436","40,981","35,459","49,549","56,463","34,576","15,627","9,954","1,486","47","144,357","144,357","10,620","16,529","21,100","17,448","23,281","27,342","17,472","6,571","3,589","396","9","153,196","153,196","10,355","15,907","19,881","18,011","26,268","29,121","17,104","9,056","6,365","1,090","38"
"경기도 과천시 (4129000000)","63,778","63,778","5,035","7,990","8,929","7,968","11,431","11,111","5,870","3,428","1,693","283","40","31,013","31,013","2,576","4,162","4,650","3,932","5,356","5,454","2,821","1,437","552","69","4","32,765","32,765","2,459","3,828","4,279","4,036","6,075","5,657","3,049","1,991","1,141","214","36","57,527","57,527","4,463","7,015","7,983","6,940","9,977","10,083","5,819","3,290","1,637","280","40","28,085","28,085","2,287","3,677","4,223","3,416","4,665","4,956","2,841","1,397","549","69","5","29,442","29,442","2,176","3,338","3,760","3,524","5,312","5,127","2,978","1,893","1,088","211","35","58,142","58,142","4,489","6,713","8,051","7,415","9,510","10,359","6,171","3,398","1,671","320","45","28,423","28,423","2,337","3,515","4,251","3,683","4,454","5,043","3,013","1,463","582","76","6","29,719","29,719","2,152","3,198","3,800","3,732","5,056","5,316","3,158","1,935","1,089","244","39","58,289","58,289","4,507","6,366","8,023","7,806","9,209","10,278","6,498","3,457","1,740","356","49","28,638","28,638","2,374","3,302","4,239","3,955","4,353","5,021","3,189","1,498","614","85","8","29,651","29,651","2,133","3,064","3,784","3,851","4,856","5,257","3,309","1,959","1,126","271","41","63,231","63,231","5,175","6,319","8,732","8,787","9,526","11,093","7,524","3,722","1,917","383","53","31,068","31,068","2,700","3,267","4,597","4,440","4,594","5,386","3,661","1,641","687","85","10","32,163","32,163","2,475","3,052","4,135","4,347","4,932","5,707","3,863","2,081","1,230","298","43","73,345","73,345","6,488","7,014","9,710","10,669","10,892","12,677","9,288","4,086","2,115","394","12","36,092","36,092","3,378","3,588","5,117","5,310","5,324","6,103","4,549","1,832","786","102","3","37,253","37,253","3,110","3,426","4,593","5,359","5,568","6,574","4,739","2,254","1,329","292","9"
"경기도 구리시 (4131000000)","193,763","193,763","16,971","21,799","26,815","27,858","35,405","33,554","17,556","9,850","3,404","490","61","96,397","96,397","8,713","11,277","13,841","13,891","17,294","17,086","8,665","4,345","1,146","120","19","97,366","97,366","8,258","10,522","12,974","13,967","18,111","16,468","8,891","5,505","2,258","370","42","200,042","200,042","17,430","21,421","27,814","28,766","35,683","34,867","19,153","10,533","3,790","521","64","99,390","99,390","8,932","11,102","14,332","14,385","17,441","17,599","9,516","4,624","1,321","116","22","100,652","100,652","8,498","10,319","13,482","14,381","18,242","17,268","9,637","5,909","2,469","405","42","203,553","203,553","17,603","20,516","28,195","29,488","34,837","36,063","20,948","11,096","4,183","559","65","101,084","101,084","9,087","10,567","14,476","14,792","17,177","18,004","10,439","4,909","1,477","135","21","102,469","102,469","8,516","9,949","13,719","14,696","17,660","18,059","10,509","6,187","2,706","424","44","199,265","199,265","16,345","19,116","27,505","27,578","33,603","35,905","22,583","11,399","4,555","604","72","98,968","98,968","8,446","9,892","14,066","13,929","16,698","17,694","11,366","5,054","1,648","152","23","100,297","100,297","7,899","9,224","13,439","13,649","16,905","18,211","11,217","6,345","2,907","452","49","197,454","197,454","15,199","18,151","27,281","26,372","32,845","35,772","24,423","11,744","4,889","696","82","97,939","97,939","7,852","9,366","13,976","13,269","16,382","17,597","12,232","5,250","1,806","182","27","99,515","99,515","7,347","8,785","13,305","13,103","16,463","18,175","12,191","6,494","3,083","514","55","191,948","191,948","13,946","17,311","25,915","25,118","31,306","34,889","26,034","11,548","5,201","662","18","95,172","95,172","7,204","8,872","13,320","12,660","15,668","17,142","12,952","5,217","1,955","177","5","96,776","96,776","6,742","8,439","12,595","12,458","15,638","17,747","13,082","6,331","3,246","485","13"
"경기도 남양주시 (4136000000)","662,154","662,154","70,991","77,865","76,916","97,335","124,550","101,882","61,709","36,098","12,885","1,751","172","330,749","330,749","36,581","40,041","40,002","47,414","63,364","52,392","29,743","16,234","4,487","440","51","331,405","331,405","34,410","37,824","36,914","49,921","61,186","49,490","31,966","19,864","8,398","1,311","121","665,321","665,321","67,690","77,012","78,430","92,692","124,617","104,445","65,694","38,611","14,092","1,870","168","332,152","332,152","34,783","39,658","40,895","45,201","63,242","53,539","31,771","17,524","5,061","439","39","333,169","333,169","32,907","37,354","37,535","47,491","61,375","50,906","33,923","21,087","9,031","1,431","129","681,828","681,828","67,867","77,431","79,807","92,988","125,765","108,868","70,462","40,956","15,390","2,111","183","340,030","340,030","34,833","39,857","41,573","45,409","63,771","55,682","34,162","18,600","5,594","502","47","341,798","341,798","33,034","37,574","38,234","47,579","61,994","53,186","36,300","22,356","9,796","1,609","136","701,830","701,830","67,577","77,825","82,728","92,256","128,868","113,759","76,344","42,862","17,010","2,392","209","349,664","349,664","34,744","40,078","43,022","45,191","65,075","58,022","37,100","19,545","6,273","556","58","352,166","352,166","32,833","37,747","39,706","47,065","63,793","55,737","39,244","23,317","10,737","1,836","151","713,321","713,321","64,926","77,268","85,023","89,472","130,172","117,021","83,184","44,796","18,570","2,666","223","355,197","355,197","33,359","39,721","44,355","44,103","65,318","59,769","40,503","20,449","6,954","607","59","358,124","358,124","31,567","37,547","40,668","45,369","64,854","57,252","42,681","24,347","11,616","2,059","164","733,798","733,798","63,527","78,293","86,336","90,426","132,228","122,453","90,900","46,068","20,519","2,934","114","365,103","365,103","32,641","40,342","44,876","44,673","66,249","62,456","44,243","21,078","7,842","682","21","368,695","368,695","30,886","37,951","41,460","45,753","65,979","59,997","46,657","24,990","12,677","2,252","93"
"경기도 풍양출장소 (4136200000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","208,656","208,656","27,155","24,375","26,496","40,765","38,859","26,822","13,452","7,649","2,695","355","33","107,056","107,056","14,032","12,476","14,010","21,364","20,389","13,995","6,525","3,248","926","84","7","101,600","101,600","13,123","11,899","12,486","19,401","18,470","12,827","6,927","4,401","1,769","271","26","213,437","213,437","26,649","24,650","27,494","40,172","40,001","28,314","14,578","8,172","2,982","390","35","109,620","109,620","13,741","12,593","14,643","21,075","21,089","14,659","7,159","3,529","1,045","80","7","103,817","103,817","12,908","12,057","12,851","19,097","18,912","13,655","7,419","4,643","1,937","310","28","220,070","220,070","26,142","25,008","28,893","40,498","40,721","30,242","16,121","8,683","3,298","422","42","113,237","113,237","13,431","12,888","15,438","21,275","21,596","15,636","7,889","3,812","1,162","99","11","106,833","106,833","12,711","12,120","13,455","19,223","19,125","14,606","8,232","4,871","2,136","323","31","226,379","226,379","25,263","24,982","30,421","40,103","42,013","32,211","17,936","9,289","3,681","433","47","116,904","116,904","12,933","12,840","16,393","21,433","22,255","16,691","8,831","4,089","1,329","96","14","109,475","109,475","12,330","12,142","14,028","18,670","19,758","15,520","9,105","5,200","2,352","337","33","229,725","229,725","23,784","24,873","31,321","38,973","43,237","33,266","19,943","9,779","3,998","509","42","118,785","118,785","12,105","12,682","16,928","21,067","22,913","17,350","9,839","4,321","1,466","102","12","110,940","110,940","11,679","12,191","14,393","17,906","20,324","15,916","10,104","5,458","2,532","407","30","229,983","229,983","21,682","24,904","31,150","37,349","43,914","34,049","22,019","9,954","4,385","560","17","119,409","119,409","11,092","12,742","16,891","20,355","23,409","17,830","10,933","4,397","1,640","118","2","110,574","110,574","10,590","12,162","14,259","16,994","20,505","16,219","11,086","5,557","2,745","442","15"
"경기도 시흥시 (4139000000)","402,888","402,888","39,103","50,140","55,996","60,375","81,529","67,422","26,829","14,804","5,855","775","60","211,392","211,392","20,093","25,977","30,405","32,464","42,915","37,331","13,978","6,202","1,834","175","18","191,496","191,496","19,010","24,163","25,591","27,911","38,614","30,091","12,851","8,602","4,021","600","42","419,664","419,664","40,499","49,401","59,295","62,661","82,128","72,189","30,277","15,843","6,393","913","65","219,949","219,949","20,843","25,441","32,231","33,658","43,360","39,524","15,881","6,765","2,033","193","20","199,715","199,715","19,656","23,960","27,064","29,003","38,768","32,665","14,396","9,078","4,360","720","45","448,687","448,687","44,256","49,757","63,173","69,260","83,885","78,222","34,894","16,934","7,234","995","77","234,840","234,840","22,700","25,718","34,215","37,116","44,610","42,192","18,396","7,356","2,295","221","21","213,847","213,847","21,556","24,039","28,958","32,144","39,275","36,030","16,498","9,578","4,939","774","56","473,682","473,682","46,800","49,958","66,027","73,824","86,398","83,034","40,269","18,027","8,101","1,155","89","247,804","247,804","23,935","25,770","35,793","39,575","46,190","44,313","21,305","8,041","2,615","243","24","225,878","225,878","22,865","24,188","30,234","34,249","40,208","38,721","18,964","9,986","5,486","912","65","500,895","500,895","48,317","50,147","69,580","77,446","90,660","87,624","47,233","19,517","8,918","1,357","96","261,730","261,730","24,606","25,752","37,830","41,440","48,752","46,243","25,085","8,831","2,894","271","26","239,165","239,165","23,711","24,395","31,750","36,006","41,908","41,381","22,148","10,686","6,024","1,086","70","512,030","512,030","47,577","50,216","68,964","77,837","92,511","90,045","53,472","20,154","9,691","1,508","55","267,423","267,423","24,171","25,747","37,460","41,656","49,973","47,257","28,380","9,274","3,200","296","9","244,607","244,607","23,406","24,469","31,504","36,181","42,538","42,788","25,092","10,880","6,491","1,212","46"
"경기도 군포시 (4141000000)","284,890","284,890","28,017","31,909","39,182","45,050","50,430","47,205","23,554","12,856","5,852","784","51","141,647","141,647","14,381","16,460","20,270","22,913","24,644","23,510","11,790","5,433","2,032","201","13","143,243","143,243","13,636","15,449","18,912","22,137","25,786","23,695","11,764","7,423","3,820","583","38","281,205","281,205","26,028","30,647","38,822","42,904","49,179","47,465","25,441","13,485","6,287","897","50","139,692","139,692","13,363","15,818","20,085","21,897","24,083","23,466","12,736","5,802","2,182","247","13","141,513","141,513","12,665","14,829","18,737","21,007","25,096","23,999","12,705","7,683","4,105","650","37","276,916","276,916","23,909","29,230","38,334","41,206","46,918","47,986","27,637","14,032","6,619","987","58","137,536","137,536","12,323","15,087","19,934","21,104","23,023","23,547","13,756","6,136","2,353","259","14","139,380","139,380","11,586","14,143","18,400","20,102","23,895","24,439","13,881","7,896","4,266","728","44","275,852","275,852","22,602","28,069","38,214","39,877","45,760","48,316","30,212","14,536","7,098","1,100","68","136,878","136,878","11,620","14,407","19,951","20,539","22,471","23,637","14,999","6,434","2,508","292","20","138,974","138,974","10,982","13,662","18,263","19,338","23,289","24,679","15,213","8,102","4,590","808","48","273,791","273,791","20,630","26,654","38,232","38,258","44,520","48,202","33,359","15,124","7,532","1,202","78","135,834","135,834","10,547","13,753","19,959","19,850","21,924","23,544","16,450","6,783","2,672","330","22","137,957","137,957","10,083","12,901","18,273","18,408","22,596","24,658","16,909","8,341","4,860","872","56","268,535","268,535","18,634","25,451","36,836","37,102","42,586","47,483","36,014","15,118","8,014","1,255","42","133,246","133,246","9,527","13,204","19,179","19,409","21,056","23,142","17,648","6,861","2,871","338","11","135,289","135,289","9,107","12,247","17,657","17,693","21,530","24,341","18,366","8,257","5,143","917","31"
"경기도 의왕시 (4143000000)","156,763","156,763","14,323","16,695","22,261","22,615","26,964","27,651","14,890","7,510","3,310","504","40","78,304","78,304","7,385","8,557","11,697","11,628","13,254","13,713","7,556","3,331","1,056","118","9","78,459","78,459","6,938","8,138","10,564","10,987","13,710","13,938","7,334","4,179","2,254","386","31","155,767","155,767","13,418","16,077","22,114","21,521","26,273","28,077","16,188","7,954","3,556","548","41","77,736","77,736","6,936","8,217","11,670","11,134","12,890","13,828","8,174","3,595","1,154","128","10","78,031","78,031","6,482","7,860","10,444","10,387","13,383","14,249","8,014","4,359","2,402","420","31","153,932","153,932","12,522","15,355","21,878","20,803","24,760","28,377","17,468","8,323","3,811","587","48","76,834","76,834","6,458","7,904","11,616","10,709","12,181","13,922","8,810","3,804","1,273","144","13","77,098","77,098","6,064","7,451","10,262","10,094","12,579","14,455","8,658","4,519","2,538","443","35","161,153","161,153","13,101","15,162","22,732","22,132","24,966","29,639","19,725","8,856","4,107","688","45","80,353","80,353","6,800","7,797","12,062","11,391","12,297","14,397","9,947","4,092","1,393","164","13","80,800","80,800","6,301","7,365","10,670","10,741","12,669","15,242","9,778","4,764","2,714","524","32","163,795","163,795","13,162","14,596","23,532","22,922","24,616","29,455","21,419","9,097","4,226","722","48","81,470","81,470","6,817","7,524","12,363","11,785","12,152","14,174","10,746","4,269","1,466","161","13","82,325","82,325","6,345","7,072","11,169","11,137","12,464","15,281","10,673","4,828","2,760","561","35","163,356","163,356","12,631","14,070","22,666","22,916","24,033","29,275","23,335","9,154","4,484","773","19","81,148","81,148","6,507","7,240","11,895","11,779","12,005","14,029","11,600","4,318","1,598","176","1","82,208","82,208","6,124","6,830","10,771","11,137","12,028","15,246","11,735","4,836","2,886","597","18"
