"년도","월","자치구명","발생건수","사망자수","부상자수"
2013,11,"서초구",161,4,262
2013,12,"서초구",154,1,233
2013,1,"강남구",287,2,444
2013,2,"강남구",267,1,437
2013,3,"강남구",304,3,459
2013,4,"강남구",309,5,474
2013,5,"강남구",307,3,456
2013,6,"강남구",287,1,406
2013,7,"강남구",331,1,502
2013,8,"강남구",294,5,414
2013,9,"강남구",256,0,370
2013,10,"강남구",316,4,439
2013,11,"강남구",337,3,452
2013,12,"강남구",315,3,473
2013,1,"송파구",211,3,306
2013,2,"송파구",136,0,236
2013,3,"송파구",204,2,306
2013,4,"송파구",200,1,291
2013,5,"송파구",243,3,372
2013,6,"송파구",231,3,321
2013,7,"송파구",207,5,305
2013,8,"송파구",186,2,268
2013,9,"송파구",189,0,253
2013,10,"송파구",266,1,339
2013,11,"송파구",227,0,308
2013,12,"송파구",173,1,251
2013,1,"강동구",104,2,156
2013,2,"강동구",101,1,172
2013,3,"강동구",116,2,148
2013,4,"강동구",103,0,129
2013,5,"강동구",130,1,192
2013,6,"강동구",142,2,198
2013,7,"강동구",111,2,151
2013,8,"강동구",107,1,161
2013,9,"강동구",99,0,136
2013,10,"강동구",129,0,188
2013,11,"강동구",118,1,157
2013,12,"강동구",96,0,154
2014,1,"종로구",78,0,105
2014,2,"종로구",70,1,94
2014,3,"종로구",102,1,135
2014,4,"종로구",108,1,145
2014,5,"종로구",128,1,165
2014,6,"종로구",126,1,188
2014,7,"종로구",112,1,143
2014,8,"종로구",119,2,150
2014,9,"종로구",103,0,134
2014,10,"종로구",112,2,156
2014,11,"종로구",135,0,185
2014,12,"종로구",121,1,190
2014,1,"중구",93,0,121
2014,2,"중구",74,2,100
2014,3,"중구",126,0,163
2014,4,"중구",95,0,123
2014,5,"중구",112,2,147
2014,6,"중구",107,0,146
2014,7,"중구",119,0,162
2014,8,"중구",115,0,167
2014,9,"중구",112,1,160
2014,10,"중구",124,1,171
2014,11,"중구",109,0,156
2014,12,"중구",119,1,169
2014,1,"용산구",86,1,115
2014,2,"용산구",91,1,123
2014,3,"용산구",108,0,163
2014,4,"용산구",90,0,148
2014,5,"용산구",103,1,153
2014,6,"용산구",132,1,210
2014,7,"용산구",130,3,188
2014,8,"용산구",113,1,158
2014,9,"용산구",113,0,161
2014,10,"용산구",145,0,202
2014,11,"용산구",110,0,161
2014,12,"용산구",129,0,189
2014,1,"성동구",73,3,106
2014,2,"성동구",61,1,97
2014,3,"성동구",94,1,131
2014,4,"성동구",90,1,133
2014,5,"성동구",102,1,139
2014,6,"성동구",98,0,148
2014,7,"성동구",109,1,151
2014,8,"성동구",108,0,152
2014,9,"성동구",110,0,166
2014,10,"성동구",102,1,146
2014,11,"성동구",115,0,166
2014,12,"성동구",127,2,177
2014,1,"광진구",114,1,159
2014,2,"광진구",85,1,113
2014,3,"광진구",122,1,155
2014,4,"광진구",118,0,176
2014,5,"광진구",131,1,175
2014,6,"광진구",130,1,194
2014,7,"광진구",141,0,207
2014,8,"광진구",139,1,202
2014,9,"광진구",142,2,222
2014,10,"광진구",127,2,161
2014,11,"광진구",110,2,153
2014,12,"광진구",121,0,164
2014,1,"동대문구",138,2,203
2014,2,"동대문구",126,0,149
2014,3,"동대문구",145,1,189
2014,4,"동대문구",150,5,191
2014,5,"동대문구",154,2,206
2014,6,"동대문구",164,5,191
2014,7,"동대문구",163,2,204
2014,8,"동대문구",160,1,222
2014,9,"동대문구",147,2,197
2014,10,"동대문구",166,1,206
2014,11,"동대문구",170,3,215
2014,12,"동대문구",165,3,234
2014,1,"중랑구",118,1,173
2014,2,"중랑구",86,1,112
2014,3,"중랑구",122,0,152
2014,4,"중랑구",127,1,168
2014,5,"중랑구",144,1,176
2014,6,"중랑구",142,1,192
2014,7,"중랑구",145,0,185
2014,8,"중랑구",122,1,170
2014,9,"중랑구",164,0,221
2014,10,"중랑구",152,3,209
2014,11,"중랑구",149,0,214
2014,12,"중랑구",151,2,208
2014,1,"성북구",101,1,138
2014,2,"성북구",127,2,169
2014,3,"성북구",132,0,175
2014,4,"성북구",128,2,161
2014,5,"성북구",177,2,232
2014,6,"성북구",128,3,161
2014,7,"성북구",144,0,196
2014,8,"성북구",136,0,169
2014,9,"성북구",149,2,186
2014,10,"성북구",159,2,228
2014,11,"성북구",139,2,184
2014,12,"성북구",144,1,228
2014,1,"강북구",75,0,117
2014,2,"강북구",71,1,97
2014,3,"강북구",111,1,152
2014,4,"강북구",111,0,159
2014,5,"강북구",103,0,137
2014,6,"강북구",113,2,159
2014,7,"강북구",126,2,144
2014,8,"강북구",123,1,171
2014,9,"강북구",96,2,142
2014,10,"강북구",129,0,164
2014,11,"강북구",132,1,163
2014,12,"강북구",123,2,168
2014,1,"도봉구",60,1,83
2014,2,"도봉구",45,3,55
2014,3,"도봉구",78,0,107
2014,4,"도봉구",64,1,79
2014,5,"도봉구",88,1,129
2014,6,"도봉구",86,0,106
2014,7,"도봉구",106,2,137
2014,8,"도봉구",86,2,117
2014,9,"도봉구",82,2,120
2014,10,"도봉구",77,0,98
2014,11,"도봉구",68,1,78
2014,12,"도봉구",79,1,96
2014,1,"노원구",104,1,151
2014,2,"노원구",93,1,124
2014,3,"노원구",129,2,170
2014,4,"노원구",144,3,202
2014,5,"노원구",129,1,170
2014,6,"노원구",132,2,173
2014,7,"노원구",128,1,160
2014,8,"노원구",131,2,185
2014,9,"노원구",124,0,158
2014,10,"노원구",137,1,188
2014,11,"노원구",135,0,185
2014,12,"노원구",130,3,172
2014,1,"은평구",63,0,94
2014,2,"은평구",90,0,118
2014,3,"은평구",96,1,134
2014,4,"은평구",100,1,138
2014,5,"은평구",123,3,194
2014,6,"은평구",119,2,185
2014,7,"은평구",133,0,168
2014,8,"은평구",115,1,155
2014,9,"은평구",111,0,148
2014,10,"은평구",131,0,210
2014,11,"은평구",134,1,193
2014,12,"은평구",110,2,152
2014,1,"서대문구",90,0,127
2014,2,"서대문구",76,2,107
2014,3,"서대문구",105,0,164
2014,4,"서대문구",96,2,140
2014,5,"서대문구",92,2,132
2014,6,"서대문구",103,0,130
2014,7,"서대문구",81,1,112
2014,8,"서대문구",74,0,99
2014,9,"서대문구",88,2,120
2014,10,"서대문구",102,2,170
2014,11,"서대문구",108,3,128
2014,12,"서대문구",107,2,161
2014,1,"마포구",115,2,179
2014,2,"마포구",105,2,156
2014,3,"마포구",136,1,193
2014,4,"마포구",134,3,197
2014,5,"마포구",154,2,228
2014,6,"마포구",174,0,260
2014,7,"마포구",168,2,253
2014,8,"마포구",141,1,224
2014,9,"마포구",146,3,234
2014,10,"마포구",166,1,241
2014,11,"마포구",148,1,209
2014,12,"마포구",172,2,259
2014,1,"양천구",102,1,127
2014,2,"양천구",84,0,132
2014,3,"양천구",122,0,173
2014,4,"양천구",136,1,165
2014,5,"양천구",126,0,177
2014,6,"양천구",134,1,188
2014,7,"양천구",137,0,208
2014,8,"양천구",130,0,188
2014,9,"양천구",149,2,180
2014,10,"양천구",123,3,176
2014,11,"양천구",118,2,153
2014,12,"양천구",105,3,133
2014,1,"강서구",104,0,155
2014,2,"강서구",120,0,168
2014,3,"강서구",173,5,237
2014,4,"강서구",120,3,168
2014,5,"강서구",170,6,275
2014,6,"강서구",161,2,247
2014,7,"강서구",162,1,230
2014,8,"강서구",160,3,219
2014,9,"강서구",145,3,218
2014,10,"강서구",161,3,234
2014,11,"강서구",175,2,259
2014,12,"강서구",155,4,204
2014,1,"구로구",114,4,172
2014,2,"구로구",100,2,143
2014,3,"구로구",112,0,168
2014,4,"구로구",127,2,164
2014,5,"구로구",153,2,214
2014,6,"구로구",139,1,193
2014,7,"구로구",141,2,197
2014,8,"구로구",142,2,200
2014,9,"구로구",136,2,194
2014,10,"구로구",153,1,201
2014,11,"구로구",122,1,165
2014,12,"구로구",127,0,194
2014,1,"금천구",60,1,90
2014,2,"금천구",55,0,76
2014,3,"금천구",76,1,104
2014,4,"금천구",100,2,150
2014,5,"금천구",103,1,145
2014,6,"금천구",78,0,119
2014,7,"금천구",115,4,167
2014,8,"금천구",75,0,117
2014,9,"금천구",93,0,120
2014,10,"금천구",107,4,191
2014,11,"금천구",87,0,138
2014,12,"금천구",80,0,118
2014,1,"영등포구",154,3,225
2014,2,"영등포구",130,3,187
2014,3,"영등포구",194,4,309
2014,4,"영등포구",185,2,240
2014,5,"영등포구",220,1,305
2014,6,"영등포구",168,2,236
2014,7,"영등포구",191,1,293
2014,8,"영등포구",199,2,295
2014,9,"영등포구",192,1,269
2014,10,"영등포구",200,3,263
2014,11,"영등포구",196,3,269
2014,12,"영등포구",164,1,237
2014,1,"동작구",82,0,114
2014,2,"동작구",84,1,108
2014,3,"동작구",129,1,162
2014,4,"동작구",132,1,176
2014,5,"동작구",150,0,211
2014,6,"동작구",126,1,197
2014,7,"동작구",112,2,147
2014,8,"동작구",93,1,136
2014,9,"동작구",120,2,149
2014,10,"동작구",113,2,156
2014,11,"동작구",129,0,178
2014,12,"동작구",129,2,167
2014,1,"관악구",115,2,178
2014,2,"관악구",128,1,188
2014,3,"관악구",129,2,176
2014,4,"관악구",152,3,196
2014,5,"관악구",126,3,163
2014,6,"관악구",144,0,208
2014,7,"관악구",145,2,176
2014,8,"관악구",186,2,240
2014,9,"관악구",138,2,167
2014,10,"관악구",147,2,204
2014,11,"관악구",157,1,217
2014,12,"관악구",149,2,204
2014,1,"서초구",133,1,198
2014,2,"서초구",147,0,233
2014,3,"서초구",176,0,262
2014,4,"서초구",196,2,303
2014,5,"서초구",191,3,288
2014,6,"서초구",193,0,339
2014,7,"서초구",204,2,314
2014,8,"서초구",207,0,297
2014,9,"서초구",181,1,273
2014,10,"서초구",203,3,367
2014,11,"서초구",200,1,299
2014,12,"서초구",186,0,273
2014,1,"강남구",270,0,360
2014,2,"강남구",264,0,393
2014,3,"강남구",300,4,404
2014,4,"강남구",292,1,405
2014,5,"강남구",298,2,426
2014,6,"강남구",323,3,487
2014,7,"강남구",326,1,464
2014,8,"강남구",278,1,429
2014,9,"강남구",297,2,424
2014,10,"강남구",309,2,465
2014,11,"강남구",334,1,498
2014,12,"강남구",333,0,514
2014,1,"송파구",155,3,227
2014,2,"송파구",153,1,223
2014,3,"송파구",195,5,272
2014,4,"송파구",213,1,289
2014,5,"송파구",235,4,327
2014,6,"송파구",227,4,308
2014,7,"송파구",264,1,356
2014,8,"송파구",256,2,357
2014,9,"송파구",229,1,307
2014,10,"송파구",230,0,301
2014,11,"송파구",223,2,315
2014,12,"송파구",228,0,353
2014,1,"강동구",90,2,163
2014,2,"강동구",101,1,159
2014,3,"강동구",123,1,174
2014,4,"강동구",108,1,167
2014,5,"강동구",116,0,152
2014,6,"강동구",129,1,159
2014,7,"강동구",150,1,196
2014,8,"강동구",136,1,177
2014,9,"강동구",115,3,157
2014,10,"강동구",123,1,152
2014,11,"강동구",153,1,210
2014,12,"강동구",98,1,148
2015,1,"종로구",88,0,119
2015,2,"종로구",82,1,114
2015,3,"종로구",121,0,181
2015,4,"종로구",136,0,188
2015,5,"종로구",137,0,192
2015,6,"종로구",100,0,149
2015,7,"종로구",111,2,154
2015,8,"종로구",113,1,148
2015,9,"종로구",141,1,173
2015,10,"종로구",137,0,179
2015,11,"종로구",127,1,169
2015,12,"종로구",121,2,167
2015,1,"중구",86,1,127
2015,2,"중구",78,0,105
2015,3,"중구",113,0,153
2015,4,"중구",125,0,183
2015,5,"중구",128,0,170
2015,6,"중구",99,0,144
2015,7,"중구",106,0,141
2015,8,"중구",116,1,144
2015,9,"중구",107,1,151
2015,10,"중구",130,2,162
2015,11,"중구",139,0,180
2015,12,"중구",111,3,143
2015,1,"용산구",118,2,176
2015,2,"용산구",102,1,145
2015,3,"용산구",135,2,179
2015,4,"용산구",111,1,144
2015,5,"용산구",137,1,187
2015,6,"용산구",121,1,169
2015,7,"용산구",127,2,162
2015,8,"용산구",117,1,162
2015,9,"용산구",157,3,212
2015,10,"용산구",137,2,195
2015,11,"용산구",141,0,217
2015,12,"용산구",113,2,162
2015,1,"성동구",87,1,114
2015,2,"성동구",80,1,108
2015,3,"성동구",94,1,142
2015,4,"성동구",104,0,146
2015,5,"성동구",110,0,136
2015,6,"성동구",86,0,107
2015,7,"성동구",113,1,156
2015,8,"성동구",113,3,156
2015,9,"성동구",136,0,205
2015,10,"성동구",105,0,159
2015,11,"성동구",106,0,148
2015,12,"성동구",93,1,148
2015,1,"광진구",79,1,128
2015,2,"광진구",69,1,110
2015,3,"광진구",83,0,119
2015,4,"광진구",109,1,159
2015,5,"광진구",111,3,155
2015,6,"광진구",99,1,140
2015,7,"광진구",116,3,164
2015,8,"광진구",111,1,141
2015,9,"광진구",139,2,188
2015,10,"광진구",129,0,186
2015,11,"광진구",106,4,139
2015,12,"광진구",84,0,115
2015,1,"동대문구",137,3,172
2015,2,"동대문구",123,2,177
2015,3,"동대문구",187,1,249
2015,4,"동대문구",174,2,235
2015,5,"동대문구",190,0,247
2015,6,"동대문구",156,1,199
2015,7,"동대문구",185,1,254
2015,8,"동대문구",163,0,203
2015,9,"동대문구",175,0,237
2015,10,"동대문구",181,1,242
2015,11,"동대문구",202,3,251
2015,12,"동대문구",212,2,265
2015,1,"중랑구",124,0,189
2015,2,"중랑구",103,0,160
2015,3,"중랑구",143,1,179
2015,4,"중랑구",143,0,188
2015,5,"중랑구",160,3,217
2015,6,"중랑구",160,2,213
2015,7,"중랑구",128,1,158
2015,8,"중랑구",136,1,175
2015,9,"중랑구",150,3,191
2015,10,"중랑구",148,2,176
2015,11,"중랑구",164,2,216
2015,12,"중랑구",163,1,207
2015,1,"성북구",100,4,144
2015,2,"성북구",106,1,141
2015,3,"성북구",154,0,199
2015,4,"성북구",120,0,167
2015,5,"성북구",160,5,231
2015,6,"성북구",131,1,184
2015,7,"성북구",143,2,186
2015,8,"성북구",139,0,181
2015,9,"성북구",166,2,230
2015,10,"성북구",163,0,218
2015,11,"성북구",162,1,217
2015,12,"성북구",136,3,188
2015,1,"강북구",80,1,106
2015,2,"강북구",70,3,117
2015,3,"강북구",101,4,130
2015,4,"강북구",105,1,143
2015,5,"강북구",102,0,137
2015,6,"강북구",132,1,169
2015,7,"강북구",103,1,144
2015,8,"강북구",104,0,140
2015,9,"강북구",120,2,144
2015,10,"강북구",113,2,154
2015,11,"강북구",119,0,148
2015,12,"강북구",116,1,152
2015,1,"도봉구",63,0,101
2015,2,"도봉구",62,1,84
2015,3,"도봉구",61,0,92
2015,4,"도봉구",89,1,130
2015,5,"도봉구",69,1,90
2015,6,"도봉구",81,3,100
2015,7,"도봉구",78,0,105
2015,8,"도봉구",74,0,97
2015,9,"도봉구",69,1,90
2015,10,"도봉구",96,0,128
2015,11,"도봉구",80,0,115
2015,12,"도봉구",92,1,123
2015,1,"노원구",116,0,165
2015,2,"노원구",107,2,169
2015,3,"노원구",122,1,167
2015,4,"노원구",122,1,161
2015,5,"노원구",147,3,218
2015,6,"노원구",100,0,156
2015,7,"노원구",117,0,168
2015,8,"노원구",127,0,202
2015,9,"노원구",144,2,196
2015,10,"노원구",105,3,147
2015,11,"노원구",141,3,186
2015,12,"노원구",111,0,163
2015,1,"은평구",79,1,130
2015,2,"은평구",86,2,118
2015,3,"은평구",98,0,123
2015,4,"은평구",100,2,148
2015,5,"은평구",103,0,150
2015,6,"은평구",108,3,139
2015,7,"은평구",104,2,148
2015,8,"은평구",119,1,162
2015,9,"은평구",121,0,173
2015,10,"은평구",109,2,145
2015,11,"은평구",80,2,106
2015,12,"은평구",96,1,131
2015,1,"서대문구",77,3,115
2015,2,"서대문구",67,1,116
2015,3,"서대문구",95,0,135
2015,4,"서대문구",94,2,145
2015,5,"서대문구",81,1,100
2015,6,"서대문구",79,0,105
2015,7,"서대문구",97,1,120
2015,8,"서대문구",88,0,115
2015,9,"서대문구",101,2,135
2015,10,"서대문구",102,1,139
2015,11,"서대문구",97,0,145
2015,12,"서대문구",93,2,122
2015,1,"마포구",124,0,198
2015,2,"마포구",116,0,184
2015,3,"마포구",152,5,214
2015,4,"마포구",150,1,215
2015,5,"마포구",148,2,220
2015,6,"마포구",172,0,283
2015,7,"마포구",132,2,189
2015,8,"마포구",152,0,228
2015,9,"마포구",172,1,246
2015,10,"마포구",166,2,257
2015,11,"마포구",167,2,271
2015,12,"마포구",151,2,225
2015,1,"양천구",122,0,177
2015,2,"양천구",97,0,134
2015,3,"양천구",119,0,176
2015,4,"양천구",132,2,206
2015,5,"양천구",131,1,172
2015,6,"양천구",142,4,172
2015,7,"양천구",138,1,185
2015,8,"양천구",126,0,166
2015,9,"양천구",144,0,221
2015,10,"양천구",153,2,219
2015,11,"양천구",168,4,245
2015,12,"양천구",124,0,158
2015,1,"강서구",128,0,203
2015,2,"강서구",125,0,161
2015,3,"강서구",130,1,217
2015,4,"강서구",178,1,240
2015,5,"강서구",160,1,216
2015,6,"강서구",146,0,192
2015,7,"강서구",178,0,239
2015,8,"강서구",173,2,235
2015,9,"강서구",174,5,297
2015,10,"강서구",167,1,238
2015,11,"강서구",201,1,278
2015,12,"강서구",172,0,246
2015,1,"구로구",114,5,148
2015,2,"구로구",109,2,141
2015,3,"구로구",107,0,135
2015,4,"구로구",124,2,185
2015,5,"구로구",139,3,200
2015,6,"구로구",121,0,175
2015,7,"구로구",160,0,224
2015,8,"구로구",139,0,205
2015,9,"구로구",112,0,157
2015,10,"구로구",140,2,231
2015,11,"구로구",135,4,189
2015,12,"구로구",108,1,137
2015,1,"금천구",76,3,127
2015,2,"금천구",61,0,95
2015,3,"금천구",81,0,107
2015,4,"금천구",78,0,119
2015,5,"금천구",81,1,116
2015,6,"금천구",73,1,93
2015,7,"금천구",83,0,137
2015,8,"금천구",73,1,104
2015,9,"금천구",91,2,143
2015,10,"금천구",82,0,142
2015,11,"금천구",48,1,68
2015,12,"금천구",87,1,123
2015,1,"영등포구",147,5,253
2015,2,"영등포구",155,4,221
2015,3,"영등포구",186,2,254
2015,4,"영등포구",197,1,285
2015,5,"영등포구",219,0,317
2015,6,"영등포구",213,2,325
2015,7,"영등포구",241,1,340
2015,8,"영등포구",246,1,352
2015,9,"영등포구",216,2,296
2015,10,"영등포구",215,1,297
2015,11,"영등포구",211,4,317
2015,12,"영등포구",216,5,307
2015,1,"동작구",101,0,167
2015,2,"동작구",88,0,138
2015,3,"동작구",96,2,129
2015,4,"동작구",119,0,150
2015,5,"동작구",137,1,187
2015,6,"동작구",110,2,158
2015,7,"동작구",120,0,159
2015,8,"동작구",119,1,187
2015,9,"동작구",116,1,165
2015,10,"동작구",124,0,161
2015,11,"동작구",134,0,205
2015,12,"동작구",122,0,188
2015,1,"관악구",139,2,180
2015,2,"관악구",96,1,128
2015,3,"관악구",128,0,168
2015,4,"관악구",140,0,187
2015,5,"관악구",157,1,198
2015,6,"관악구",123,1,153
2015,7,"관악구",142,0,186
2015,8,"관악구",136,1,175
2015,9,"관악구",125,0,174
2015,10,"관악구",157,4,209
2015,11,"관악구",144,1,193
2015,12,"관악구",138,1,184
2015,1,"서초구",138,2,218
2015,2,"서초구",134,0,188
2015,3,"서초구",189,0,297
2015,4,"서초구",182,4,281
2015,5,"서초구",192,0,279
2015,6,"서초구",202,1,318
2015,7,"서초구",183,2,335
2015,8,"서초구",185,1,290
2015,9,"서초구",174,1,280
2015,10,"서초구",197,3,314
2015,11,"서초구",208,3,309
2015,12,"서초구",176,3,249
2015,1,"강남구",309,1,453
2015,2,"강남구",287,2,424
2015,3,"강남구",345,5,552
2015,4,"강남구",322,1,473
2015,5,"강남구",303,1,438
2015,6,"강남구",296,0,433
2015,7,"강남구",377,0,535
2015,8,"강남구",320,2,435
2015,9,"강남구",306,2,411
2015,10,"강남구",371,3,499
2015,11,"강남구",360,1,513
2015,12,"강남구",374,2,520
2015,1,"송파구",217,1,301
2015,2,"송파구",182,1,254
2015,3,"송파구",212,2,313
2015,4,"송파구",227,1,307
2015,5,"송파구",245,1,318
2015,6,"송파구",231,2,336
2015,7,"송파구",230,1,315
2015,8,"송파구",242,3,348
2015,9,"송파구",216,1,293
2015,10,"송파구",253,1,365
2015,11,"송파구",229,1,324
2015,12,"송파구",203,1,289
2015,1,"강동구",118,2,167
2015,2,"강동구",97,0,152
2015,3,"강동구",132,2,193
2015,4,"강동구",125,3,171
2015,5,"강동구",122,2,194
2015,6,"강동구",109,1,130
2015,7,"강동구",135,3,176
2015,8,"강동구",136,2,206
2015,9,"강동구",139,1,195
2015,10,"강동구",140,2,220
2015,11,"강동구",125,3,166
2015,12,"강동구",116,2,159
2016,1,"종로구",105,0,143
2016,2,"종로구",75,1,103
2016,3,"종로구",113,0,145
2016,4,"종로구",119,0,149
2016,5,"종로구",151,0,189
2016,6,"종로구",95,1,135
2016,7,"종로구",122,1,175
2016,8,"종로구",96,0,135
2016,9,"종로구",102,2,138
2016,10,"종로구",106,1,146
2016,11,"종로구",98,0,133
2016,12,"종로구",117,3,157
2016,1,"중구",94,1,138
2016,2,"중구",84,0,111
2016,3,"중구",107,2,128
2016,4,"중구",129,1,169
2016,5,"중구",113,0,151
2016,6,"중구",102,0,144
2016,7,"중구",110,0,148
2016,8,"중구",106,1,146
2016,9,"중구",100,5,133
2016,10,"중구",136,4,172
2016,11,"중구",101,1,135
2016,12,"중구",106,2,141
2016,1,"용산구",101,0,134
2016,2,"용산구",81,0,119
2016,3,"용산구",111,2,157
2016,4,"용산구",142,2,176
2016,5,"용산구",134,0,195
2016,6,"용산구",107,0,146
2016,7,"용산구",107,1,142
2016,8,"용산구",121,1,192
2016,9,"용산구",119,1,165
2016,10,"용산구",135,2,208
2016,11,"용산구",132,3,205
2016,12,"용산구",138,0,230
2016,1,"성동구",83,0,124
2016,2,"성동구",62,0,101
2016,3,"성동구",109,3,146
2016,4,"성동구",90,3,138
2016,5,"성동구",111,1,135
2016,6,"성동구",89,3,130
2016,7,"성동구",89,0,127
2016,8,"성동구",99,2,145
2016,9,"성동구",75,1,106
2016,10,"성동구",98,1,135
2016,11,"성동구",100,1,127
2016,12,"성동구",94,0,127
2016,1,"광진구",101,0,165
2016,2,"광진구",75,2,111
2016,3,"광진구",94,0,127
2016,4,"광진구",85,0,119
2016,5,"광진구",102,1,142
2016,6,"광진구",85,1,110
2016,7,"광진구",87,0,131
2016,8,"광진구",90,0,126
2016,9,"광진구",82,1,113
2016,10,"광진구",82,2,105
2016,11,"광진구",78,0,98
2016,12,"광진구",84,2,119
2016,1,"동대문구",135,2,184
2016,2,"동대문구",151,1,202
2016,3,"동대문구",192,4,261
2016,4,"동대문구",155,0,196
2016,5,"동대문구",204,1,265
2016,6,"동대문구",192,0,233
2016,7,"동대문구",189,0,246
2016,8,"동대문구",137,0,169
2016,9,"동대문구",168,3,206
2016,10,"동대문구",204,0,272
2016,11,"동대문구",180,3,222
2016,12,"동대문구",144,0,173
2016,1,"중랑구",126,0,164
2016,2,"중랑구",101,0,139
2016,3,"중랑구",131,0,175
2016,4,"중랑구",118,2,141
2016,5,"중랑구",122,0,153
2016,6,"중랑구",142,0,184
2016,7,"중랑구",125,2,177
2016,8,"중랑구",120,1,162
2016,9,"중랑구",141,1,187
2016,10,"중랑구",153,2,205
2016,11,"중랑구",135,1,175
2016,12,"중랑구",121,0,168
2016,1,"성북구",129,0,162
2016,2,"성북구",108,2,135
2016,3,"성북구",148,0,197
2016,4,"성북구",147,2,195
2016,5,"성북구",150,4,187
2016,6,"성북구",124,0,167
2016,7,"성북구",127,3,168
2016,8,"성북구",138,1,175
2016,9,"성북구",139,0,186
2016,10,"성북구",133,1,167
2016,11,"성북구",142,0,184
2016,12,"성북구",133,0,183
2016,1,"강북구",98,1,129
2016,2,"강북구",68,0,85
2016,3,"강북구",112,1,152
2016,4,"강북구",120,2,163
2016,5,"강북구",115,2,170
2016,6,"강북구",116,1,161
2016,7,"강북구",93,1,131
2016,8,"강북구",94,1,126
2016,9,"강북구",105,3,152
2016,10,"강북구",100,0,131
2016,11,"강북구",105,2,150
2016,12,"강북구",101,1,128
2016,1,"도봉구",67,1,94
2016,2,"도봉구",77,3,101
2016,3,"도봉구",76,1,93
2016,4,"도봉구",98,0,152
2016,5,"도봉구",72,1,104
2016,6,"도봉구",82,0,110
2016,7,"도봉구",76,0,98
2016,8,"도봉구",83,1,110
2016,9,"도봉구",71,0,87
2016,10,"도봉구",87,2,128
2016,11,"도봉구",77,1,99
2016,12,"도봉구",83,1,130
2016,1,"노원구",99,1,145
2016,2,"노원구",104,2,159
2016,3,"노원구",109,1,156
2016,4,"노원구",119,1,188
2016,5,"노원구",125,2,177
2016,6,"노원구",132,0,183
2016,7,"노원구",146,1,215
2016,8,"노원구",124,1,176
2016,9,"노원구",136,1,183
2016,10,"노원구",152,1,212
2016,11,"노원구",144,1,205
2016,12,"노원구",145,1,217
2016,1,"은평구",76,1,102
2016,2,"은평구",83,2,118
2016,3,"은평구",88,0,126
2016,4,"은평구",94,2,118
2016,5,"은평구",108,3,141
2016,6,"은평구",108,0,131
2016,7,"은평구",103,2,138
2016,8,"은평구",98,0,150
2016,9,"은평구",95,1,133
2016,10,"은평구",94,1,126
2016,11,"은평구",74,1,106
2016,12,"은평구",100,1,129
2016,1,"서대문구",87,2,122
2016,2,"서대문구",92,0,126
2016,3,"서대문구",98,0,142
2016,4,"서대문구",82,1,111
2016,5,"서대문구",90,2,109
2016,6,"서대문구",82,1,99
2016,7,"서대문구",73,1,96
2016,8,"서대문구",106,0,164
2016,9,"서대문구",94,1,139
2016,10,"서대문구",127,3,179
2016,11,"서대문구",97,1,138
2016,12,"서대문구",107,2,141
2016,1,"마포구",136,3,213
2016,2,"마포구",116,4,163
2016,3,"마포구",143,0,212
2016,4,"마포구",136,0,208
2016,5,"마포구",145,1,203
2016,6,"마포구",139,2,219
2016,7,"마포구",148,1,206
2016,8,"마포구",158,1,236
2016,9,"마포구",153,1,219
2016,10,"마포구",178,0,283
2016,11,"마포구",144,1,192
2016,12,"마포구",172,1,251
2016,1,"양천구",119,1,165
2016,2,"양천구",89,2,124
2016,3,"양천구",124,2,159
2016,4,"양천구",117,2,161
2016,5,"양천구",141,0,192
2016,6,"양천구",118,1,166
2016,7,"양천구",118,1,163
2016,8,"양천구",122,1,178
2016,9,"양천구",128,0,183
2016,10,"양천구",150,0,213
2016,11,"양천구",136,2,166
2016,12,"양천구",131,0,186
2016,1,"강서구",141,3,194
2016,2,"강서구",138,1,189
2016,3,"강서구",139,2,169
2016,4,"강서구",159,0,196
2016,5,"강서구",153,0,201
2016,6,"강서구",140,1,177
2016,7,"강서구",145,1,181
2016,8,"강서구",146,2,205
2016,9,"강서구",137,0,187
2016,10,"강서구",138,2,182
2016,11,"강서구",131,1,166
2016,12,"강서구",124,0,183
2016,1,"구로구",95,2,141
2016,2,"구로구",95,1,135
2016,3,"구로구",121,0,170
2016,4,"구로구",141,0,197
2016,5,"구로구",135,0,188
2016,6,"구로구",114,2,167
2016,7,"구로구",134,0,188
2016,8,"구로구",128,0,174
2016,9,"구로구",152,1,208
2016,10,"구로구",161,1,239
2016,11,"구로구",113,1,154
2016,12,"구로구",122,1,178
2016,1,"금천구",74,1,120
2016,2,"금천구",54,2,71
2016,3,"금천구",59,0,82
2016,4,"금천구",84,2,134
2016,5,"금천구",78,0,108
2016,6,"금천구",62,0,86
2016,7,"금천구",65,1,101
2016,8,"금천구",51,1,58
2016,9,"금천구",58,4,79
2016,10,"금천구",69,3,94
2016,11,"금천구",63,0,83
2016,12,"금천구",82,1,117
2016,1,"영등포구",181,4,267
2016,2,"영등포구",154,0,215
2016,3,"영등포구",194,1,278
2016,4,"영등포구",208,2,315
2016,5,"영등포구",231,2,330
2016,6,"영등포구",189,1,272
2016,7,"영등포구",204,3,274
2016,8,"영등포구",190,2,269
2016,9,"영등포구",204,0,306
2016,10,"영등포구",217,4,300
